time,P,G(i),H_sun,T2m,WS10m,Int
20190414:1810,1747000.0,34.97,7.22,19.58,2.0,0.0
20190414:1910,0.0,0.0,0.0,18.43,1.72,0.0
20190414:2010,0.0,0.0,0.0,16.95,1.38,0.0
20190414:2110,0.0,0.0,0.0,16.91,0.48,0.0
20190414:2210,0.0,0.0,0.0,15.8,0.9,0.0
20190414:2310,0.0,0.0,0.0,13.94,1.45,0.0
20190415:0010,0.0,0.0,0.0,13.2,1.52,0.0
20190415:0110,0.0,0.0,0.0,12.38,1.59,0.0
20190415:0210,0.0,0.0,0.0,11.73,1.59,0.0
20190415:0310,0.0,0.0,0.0,11.12,1.66,0.0
20190415:0410,0.0,0.0,0.0,10.75,1.72,0.0
20190415:0510,0.0,0.0,0.0,10.38,1.72,0.0
20190415:0610,1054000.0,25.53,4.8,10.0,1.79,0.0
20190415:0710,17802000.0,245.33,16.47,12.2,1.59,0.0
20190415:0810,28758000.0,361.38,28.11,17.08,1.86,0.0
20190415:0910,49464000.0,616.46,39.35,19.44,3.24,0.0
20190415:1010,56415000.0,703.19,49.54,20.35,4.69,0.0
20190415:1110,80519000.0,1026.43,57.47,21.34,5.03,0.0
20190415:1210,86093000.0,1107.34,61.06,22.37,5.31,0.0
20190415:1310,82158000.0,1050.39,58.73,23.07,5.79,0.0
20190415:1410,73543000.0,925.51,51.56,23.36,6.69,0.0
20190415:1510,57345000.0,713.31,41.74,22.99,6.83,0.0
20190415:1610,38582000.0,488.98,30.67,22.62,6.07,0.0
20190415:1710,11171000.0,156.88,19.08,21.9,6.0,0.0
20190415:1810,688000.0,19.23,7.39,20.37,4.83,0.0
20190415:1910,0.0,0.0,0.0,17.59,4.28,0.0
20190415:2010,0.0,0.0,0.0,15.85,3.72,0.0
20190415:2110,0.0,0.0,0.0,14.67,3.38,0.0
20190415:2210,0.0,0.0,0.0,13.61,2.76,0.0
20190415:2310,0.0,0.0,0.0,12.83,2.14,0.0
20190416:0010,0.0,0.0,0.0,11.92,1.72,0.0
20190416:0110,0.0,0.0,0.0,10.89,1.59,0.0
20190416:0210,0.0,0.0,0.0,9.8,1.66,0.0
20190416:0310,0.0,0.0,0.0,8.68,1.52,0.0
20190416:0410,0.0,0.0,0.0,8.04,1.31,0.0
20190416:0510,0.0,0.0,0.0,8.96,0.83,0.0
20190416:0610,749000.0,27.22,5.07,8.56,0.21,0.0
20190416:0710,19183000.0,261.8,16.74,8.39,0.76,0.0
20190416:0810,42563000.0,523.0,28.38,11.88,1.45,0.0
20190416:0910,60356000.0,747.76,39.63,14.06,1.86,0.0
20190416:1010,76001000.0,966.62,49.86,15.84,2.21,0.0
20190416:1110,83927000.0,1093.28,57.82,17.5,2.28,0.0
20190416:1210,85620000.0,1135.69,61.41,19.16,2.07,0.0
20190416:1310,81463000.0,1078.51,59.04,20.62,2.14,0.0
20190416:1410,72501000.0,946.02,51.81,21.68,2.28,0.0
20190416:1510,57626000.0,737.61,41.94,22.3,2.48,0.0
20190416:1610,38627000.0,497.2,30.84,22.43,2.76,0.0
20190416:1710,15967000.0,239.26,19.24,22.11,2.9,0.0
20190416:1810,1732000.0,34.97,7.56,21.19,2.41,0.0
20190416:1910,0.0,0.0,0.0,19.35,2.0,0.0
20190416:2010,0.0,0.0,0.0,17.37,2.07,0.0
20190416:2110,0.0,0.0,0.0,15.66,2.21,0.0
20190416:2210,0.0,0.0,0.0,14.21,2.14,0.0
20190416:2310,0.0,0.0,0.0,12.86,2.0,0.0
20190417:0010,0.0,0.0,0.0,11.92,1.86,0.0
20190417:0110,0.0,0.0,0.0,11.17,1.86,0.0
20190417:0210,0.0,0.0,0.0,10.69,1.66,0.0
20190417:0310,0.0,0.0,0.0,9.7,1.79,0.0
20190417:0410,0.0,0.0,0.0,8.63,2.0,0.0
20190417:0510,0.0,0.0,0.0,8.45,2.28,0.0
20190417:0610,1106000.0,25.25,5.34,8.66,2.62,0.0
20190417:0710,16556000.0,223.33,17.0,11.09,2.48,0.0
20190417:0810,32283000.0,399.19,28.65,15.38,2.83,0.0
20190417:0910,45771000.0,566.48,39.92,18.46,3.45,0.0
20190417:1010,66558000.0,842.93,50.17,20.83,3.79,0.0
20190417:1110,67693000.0,868.96,58.16,22.62,3.86,0.0
20190417:1210,41628000.0,531.05,61.77,23.85,3.79,0.0
20190417:1310,38523000.0,491.54,59.35,24.38,4.28,0.0
20190417:1410,19177000.0,251.47,52.05,23.69,4.76,0.0
20190417:1510,18334000.0,239.22,42.14,22.16,5.31,0.0
20190417:1610,9525000.0,132.56,31.02,20.36,5.38,0.0
20190417:1710,5745000.0,86.21,19.41,18.84,4.62,0.0
20190417:1810,490000.0,15.74,7.73,17.3,2.76,0.0
20190417:1910,0.0,0.0,0.0,16.15,4.14,0.0
20190417:2010,0.0,0.0,0.0,14.78,3.52,0.0
20190417:2110,0.0,0.0,0.0,13.96,3.24,0.0
20190417:2210,0.0,0.0,0.0,12.92,2.9,0.0
20190417:2310,0.0,0.0,0.0,12.33,2.9,0.0
20190418:0010,0.0,0.0,0.0,11.87,2.55,0.0
20190418:0110,0.0,0.0,0.0,11.19,2.41,0.0
20190418:0210,0.0,0.0,0.0,10.55,2.14,0.0
20190418:0310,0.0,0.0,0.0,10.3,2.14,0.0
20190418:0410,0.0,0.0,0.0,9.8,1.66,0.0
20190418:0510,0.0,0.0,0.0,9.6,1.1,0.0
20190418:0610,871000.0,21.32,5.61,9.5,0.83,0.0
20190418:0710,8338000.0,114.96,17.26,10.1,0.83,0.0
20190418:0810,4351000.0,66.74,28.92,10.18,1.31,0.0
20190418:0910,8166000.0,112.17,40.2,10.67,1.31,0.0
20190418:1010,15854000.0,202.08,50.47,11.24,0.76,0.0
20190418:1110,21248000.0,267.29,58.51,12.18,0.21,0.0
20190418:1210,46468000.0,582.12,62.12,12.86,0.28,0.0
20190418:1310,9447000.0,128.85,59.65,13.44,0.41,0.0
20190418:1410,26288000.0,329.34,52.3,13.63,0.34,0.0
20190418:1510,8318000.0,114.95,42.34,12.67,1.03,0.0
20190418:1610,14072000.0,181.05,31.19,11.69,1.93,0.0
20190418:1710,7471000.0,104.38,19.58,10.85,1.24,0.0
20190418:1810,1323000.0,27.98,7.9,10.58,1.24,0.0
20190418:1910,0.0,0.0,0.0,10.37,0.9,0.0
20190418:2010,0.0,0.0,0.0,9.81,0.69,0.0
20190418:2110,0.0,0.0,0.0,8.92,1.24,0.0
20190418:2210,0.0,0.0,0.0,8.32,1.31,0.0
20190418:2310,0.0,0.0,0.0,8.26,1.24,0.0
20190419:0010,0.0,0.0,0.0,8.46,0.76,0.0
20190419:0110,0.0,0.0,0.0,8.1,0.9,0.0
20190419:0210,0.0,0.0,0.0,7.52,1.38,0.0
20190419:0310,0.0,0.0,0.0,7.49,1.31,0.0
20190419:0410,0.0,0.0,0.0,7.24,1.17,0.0
20190419:0510,0.0,0.0,0.0,6.91,0.76,0.0
20190419:0610,1139000.0,25.31,5.87,7.02,0.55,0.0
20190419:0710,2655000.0,45.42,17.52,8.69,0.83,0.0
20190419:0810,5361000.0,78.79,29.18,9.58,0.62,0.0
20190419:0910,19920000.0,248.09,40.47,10.25,0.9,0.0
20190419:1010,6573000.0,93.63,50.78,11.02,1.17,0.0
20190419:1110,50185000.0,619.72,58.84,12.26,1.24,0.0
20190419:1210,30095000.0,373.18,62.47,13.7,1.38,0.0
20190419:1310,39834000.0,494.36,59.95,14.7,1.45,0.0
20190419:1410,32877000.0,409.46,52.54,15.24,1.31,0.0
20190419:1510,22406000.0,280.77,42.53,14.29,1.93,0.0
20190419:1610,8944000.0,122.36,31.37,13.59,3.03,0.0
20190419:1710,14664000.0,200.35,19.74,13.28,2.97,0.0
20190419:1810,2608000.0,45.46,8.07,12.63,2.48,0.0
20190419:1910,0.0,0.0,0.0,9.68,3.72,0.0
20190419:2010,0.0,0.0,0.0,8.7,3.24,0.0
20190419:2110,0.0,0.0,0.0,8.19,2.9,0.0
20190419:2210,0.0,0.0,0.0,7.57,2.69,0.0
20190419:2310,0.0,0.0,0.0,7.3,2.62,0.0
20190420:0010,0.0,0.0,0.0,7.38,2.83,0.0
20190420:0110,0.0,0.0,0.0,7.81,3.24,0.0
20190420:0210,0.0,0.0,0.0,8.32,3.93,0.0
20190420:0310,0.0,0.0,0.0,8.8,4.69,0.0
20190420:0410,0.0,0.0,0.0,9.13,4.48,0.0
20190420:0510,0.0,0.0,0.0,9.1,4.14,0.0
20190420:0610,1063000.0,24.1,6.12,9.07,3.66,0.0
20190420:0710,3625000.0,57.47,17.77,9.01,4.28,0.0
20190420:0810,5155000.0,76.01,29.43,9.45,4.55,0.0
20190420:0910,10520000.0,138.12,40.74,9.66,5.1,0.0
20190420:1010,9923000.0,131.63,51.08,10.24,5.1,0.0
20190420:1110,7395000.0,102.9,59.18,11.22,5.66,0.0
20190420:1210,6905000.0,97.33,62.82,11.61,5.59,0.0
20190420:1310,8178000.0,112.17,60.25,11.46,4.97,0.0
20190420:1410,8318000.0,114.02,52.77,12.08,5.59,0.0
20190420:1510,8323000.0,114.02,42.73,11.8,4.83,0.0
20190420:1610,5253000.0,77.87,31.54,11.74,4.9,0.0
20190420:1710,3434000.0,55.62,19.91,11.31,4.69,0.0
20190420:1810,215000.0,10.49,8.23,10.81,5.1,0.0
20190420:1910,0.0,0.0,0.0,10.36,4.97,0.0
20190420:2010,0.0,0.0,0.0,9.82,4.83,0.0
20190420:2110,0.0,0.0,0.0,9.35,4.76,0.0
20190420:2210,0.0,0.0,0.0,8.82,4.69,0.0
20190420:2310,0.0,0.0,0.0,8.46,4.48,0.0
20190421:0010,0.0,0.0,0.0,8.2,4.34,0.0
20190421:0110,0.0,0.0,0.0,7.98,4.14,0.0
20190421:0210,0.0,0.0,0.0,7.72,4.0,0.0
20190421:0310,0.0,0.0,0.0,7.61,3.86,0.0
20190421:0410,0.0,0.0,0.0,7.64,3.72,0.0
20190421:0510,0.0,0.0,0.0,7.52,3.66,0.0
20190421:0610,2009000.0,40.83,6.38,7.18,3.59,0.0
20190421:0710,13193000.0,172.65,18.02,7.85,3.66,0.0
20190421:0810,32371000.0,385.89,29.69,8.43,3.79,0.0
20190421:0910,21019000.0,256.62,41.01,9.55,5.1,0.0
20190421:1010,10051000.0,133.49,51.37,10.98,5.31,0.0
20190421:1110,12335000.0,160.37,59.51,11.98,4.76,0.0
20190421:1210,9718000.0,130.71,63.16,12.78,4.76,0.0
20190421:1310,15235000.0,194.67,60.55,13.26,4.69,0.0
20190421:1410,7857000.0,109.38,53.01,13.51,4.55,0.0
20190421:1510,7376000.0,103.82,42.92,13.73,4.55,0.0
20190421:1610,5667000.0,83.43,31.71,13.54,4.62,0.0
20190421:1710,4535000.0,69.52,20.07,12.73,4.21,0.0
20190421:1810,1438000.0,29.73,8.4,12.07,3.59,0.0
20190421:1910,0.0,0.0,0.0,10.34,3.03,0.0
20190421:2010,0.0,0.0,0.0,9.84,2.69,0.0
20190421:2110,0.0,0.0,0.0,9.58,2.34,0.0
20190421:2210,0.0,0.0,0.0,9.24,2.0,0.0
20190421:2310,0.0,0.0,0.0,9.04,1.72,0.0
20190422:0010,0.0,0.0,0.0,8.95,1.52,0.0
20190422:0110,0.0,0.0,0.0,8.93,1.52,0.0
20190422:0210,0.0,0.0,0.0,8.73,1.38,0.0
20190422:0310,0.0,0.0,0.0,8.51,1.38,0.0
20190422:0410,0.0,0.0,0.0,8.5,1.24,0.0
20190422:0510,0.0,0.0,0.0,8.13,1.1,0.0
20190422:0610,2071000.0,42.97,6.63,7.44,1.1,0.0
20190422:0710,13593000.0,178.89,18.26,8.3,1.03,0.0
20190422:0810,42522000.0,517.27,29.94,9.68,1.31,0.0
20190422:0910,31967000.0,389.36,41.27,11.66,1.79,0.0
20190422:1010,59887000.0,736.63,51.66,13.55,2.55,0.0
20190422:1110,65678000.0,813.76,59.84,14.72,3.17,0.0
20190422:1210,72488000.0,906.69,63.5,15.34,3.31,0.0
20190422:1310,33057000.0,409.14,60.84,16.0,3.1,0.0
20190422:1410,54622000.0,677.08,53.24,16.56,2.97,0.0
20190422:1510,54419000.0,671.43,43.11,16.95,3.31,0.0
20190422:1610,30495000.0,381.07,31.88,16.57,3.1,0.0
20190422:1710,8032000.0,113.34,20.23,16.48,3.31,0.0
20190422:1810,2830000.0,48.96,8.57,16.0,2.55,0.0
20190422:1910,0.0,0.0,0.0,14.9,2.0,0.0
20190422:2010,0.0,0.0,0.0,13.59,2.34,0.0
20190422:2110,0.0,0.0,0.0,12.86,3.31,0.0
20190422:2210,0.0,0.0,0.0,12.43,4.21,0.0
20190422:2310,0.0,0.0,0.0,11.82,4.21,0.0
20190423:0010,0.0,0.0,0.0,11.08,4.0,0.0
20190423:0110,0.0,0.0,0.0,10.6,3.86,0.0
20190423:0210,0.0,0.0,0.0,10.03,4.34,0.0
20190423:0310,0.0,0.0,0.0,9.68,4.34,0.0
20190423:0410,0.0,0.0,0.0,9.27,3.17,0.0
20190423:0510,0.0,0.0,0.0,8.8,3.1,0.0
20190423:0610,755000.0,19.47,6.87,8.31,3.72,0.0
20190423:0710,1261000.0,26.88,18.5,8.53,3.38,0.0
20190423:0810,11145000.0,144.61,30.18,8.07,3.24,0.0
20190423:0910,9605000.0,127.0,41.53,7.89,3.38,0.0
20190423:1010,42221000.0,500.86,51.95,8.73,3.52,0.0
20190423:1110,71793000.0,864.59,60.16,9.99,4.21,0.0
20190423:1210,35729000.0,428.92,63.84,11.21,4.69,0.0
20190423:1310,86743000.0,1060.16,61.13,12.03,4.9,0.0
20190423:1410,59546000.0,714.39,53.47,12.32,4.9,0.0
20190423:1510,31442000.0,376.32,43.3,10.79,5.59,0.0
20190423:1610,13510000.0,172.48,32.04,10.27,5.24,0.0
20190423:1710,9838000.0,131.59,20.39,9.97,4.55,0.0
20190423:1810,1160000.0,25.35,8.73,7.49,4.34,0.0
20190423:1910,0.0,0.0,0.0,6.36,3.52,0.0
20190423:2010,0.0,0.0,0.0,6.13,3.52,0.0
20190423:2110,0.0,0.0,0.0,5.9,2.83,0.0
20190423:2210,0.0,0.0,0.0,5.36,2.76,0.0
20190423:2310,0.0,0.0,0.0,5.02,2.69,0.0
20190424:0010,0.0,0.0,0.0,5.04,2.62,0.0
20190424:0110,0.0,0.0,0.0,5.02,2.76,0.0
20190424:0210,0.0,0.0,0.0,4.97,2.76,0.0
20190424:0310,0.0,0.0,0.0,4.74,2.83,0.0
20190424:0410,0.0,0.0,0.0,4.47,2.9,0.0
20190424:0510,0.0,0.0,0.0,4.4,3.31,0.0
20190424:0610,2470000.0,46.45,7.11,4.75,4.0,0.0
20190424:0710,12864000.0,165.84,18.74,6.07,5.86,0.0
20190424:0810,13991000.0,175.08,30.42,6.89,6.83,0.0
20190424:0910,15770000.0,195.6,41.79,7.92,7.52,0.0
20190424:1010,15554000.0,194.67,52.23,9.93,8.55,0.0
20190424:1110,14328000.0,181.69,60.48,11.02,8.76,0.0
20190424:1210,15783000.0,198.38,64.17,11.3,8.62,0.0
20190424:1310,17256000.0,215.06,61.42,11.23,8.14,0.0
20190424:1410,13651000.0,174.27,53.69,11.12,7.59,0.0
20190424:1510,14386000.0,182.62,43.48,11.12,7.52,0.0
20190424:1610,7101000.0,99.19,32.21,10.68,6.9,0.0
20190424:1710,2068000.0,38.01,20.55,10.37,6.76,0.0
20190424:1810,512000.0,15.74,8.9,10.31,6.76,0.0
20190424:1910,0.0,0.0,0.0,9.88,6.55,0.0
20190424:2010,0.0,0.0,0.0,9.53,6.41,0.0
20190424:2110,0.0,0.0,0.0,9.43,6.07,0.0
20190424:2210,0.0,0.0,0.0,9.44,4.55,0.0
20190424:2310,0.0,0.0,0.0,9.54,4.41,0.0
20190425:0010,0.0,0.0,0.0,9.77,4.48,0.0
20190425:0110,0.0,0.0,0.0,9.98,4.14,0.0
20190425:0210,0.0,0.0,0.0,10.14,3.93,0.0
20190425:0310,0.0,0.0,0.0,10.09,3.52,0.0
20190425:0410,0.0,0.0,0.0,9.79,3.93,0.0
20190425:0510,0.0,0.0,0.0,9.36,3.79,0.0
20190425:0610,1325000.0,27.81,7.35,8.87,3.79,0.0
20190425:0710,7688000.0,105.76,18.97,8.81,3.52,0.0
20190425:0810,27374000.0,329.9,30.65,9.27,3.59,0.0
20190425:0910,23244000.0,283.06,42.03,10.15,4.21,0.0
20190425:1010,67549000.0,809.71,52.5,11.06,4.62,0.0
20190425:1110,59861000.0,716.15,60.79,11.9,5.45,0.0
20190425:1210,36584000.0,439.37,64.5,12.41,6.0,0.0
20190425:1310,21373000.0,264.19,61.7,12.62,5.72,0.0
20190425:1410,8614000.0,117.73,53.92,12.66,5.72,0.0
20190425:1510,15066000.0,191.89,43.67,12.54,5.59,0.0
20190425:1610,33529000.0,406.8,32.37,12.47,5.52,0.0
20190425:1710,3420000.0,55.62,20.71,12.13,4.83,0.0
20190425:1810,2353000.0,41.97,9.06,11.65,4.21,0.0
20190425:1910,0.0,0.0,0.0,9.9,3.31,0.0
20190425:2010,0.0,0.0,0.0,9.17,2.97,0.0
20190425:2110,0.0,0.0,0.0,8.54,2.83,0.0
20190425:2210,0.0,0.0,0.0,8.11,2.83,0.0
20190425:2310,0.0,0.0,0.0,7.41,2.76,0.0
20190426:0010,0.0,0.0,0.0,6.87,2.69,0.0
20190426:0110,0.0,0.0,0.0,6.32,2.55,0.0
20190426:0210,0.0,0.0,0.0,5.71,2.41,0.0
20190426:0310,0.0,0.0,0.0,5.2,2.28,0.0
20190426:0410,0.0,0.0,0.0,4.72,2.14,0.0
20190426:0510,0.0,0.0,0.0,4.33,2.14,0.0
20190426:0610,1766000.0,48.24,7.59,4.32,1.93,0.0
20190426:0710,20974000.0,277.43,19.2,6.37,2.55,0.0
20190426:0810,40195000.0,479.66,30.89,8.11,2.69,0.0
20190426:0910,55057000.0,663.8,42.28,9.76,2.07,0.0
20190426:1010,65184000.0,803.22,52.77,11.41,2.0,0.0
20190426:1110,74924000.0,941.41,61.1,13.03,2.28,0.0
20190426:1210,81777000.0,1044.43,64.82,13.88,2.21,0.0
20190426:1310,72694000.0,919.17,61.98,14.78,2.28,0.0
20190426:1410,60575000.0,755.27,54.14,15.26,2.28,0.0
20190426:1510,58194000.0,722.23,43.85,15.6,2.28,0.0
20190426:1610,39356000.0,492.93,32.54,15.7,2.34,0.0
20190426:1710,16290000.0,240.73,20.87,15.57,2.21,0.0
20190426:1810,2178000.0,40.22,9.23,14.99,1.79,0.0
20190426:1910,0.0,0.0,0.0,13.86,1.24,0.0
20190426:2010,0.0,0.0,0.0,11.71,1.31,0.0
20190426:2110,0.0,0.0,0.0,10.39,1.38,0.0
20190426:2210,0.0,0.0,0.0,10.09,1.24,0.0
20190426:2310,0.0,0.0,0.0,10.22,0.97,0.0
20190427:0010,0.0,0.0,0.0,9.92,0.83,0.0
20190427:0110,0.0,0.0,0.0,8.96,1.03,0.0
20190427:0210,0.0,0.0,0.0,8.16,1.03,0.0
20190427:0310,0.0,0.0,0.0,7.62,1.03,0.0
20190427:0410,0.0,0.0,0.0,6.45,1.17,0.0
20190427:0510,0.0,0.0,0.0,5.65,1.31,0.0
20190427:0610,2011000.0,50.64,7.82,5.25,1.45,0.0
20190427:0710,20782000.0,279.62,19.43,8.59,1.24,0.0
20190427:0810,43493000.0,534.13,31.11,12.74,1.93,0.0
20190427:0910,62842000.0,771.91,42.52,14.79,3.03,0.0
20190427:1010,76161000.0,955.38,53.04,16.33,3.31,0.0
20190427:1110,84015000.0,1081.33,61.41,17.66,2.97,0.0
20190427:1210,85625000.0,1119.52,65.14,18.75,2.62,0.0
20190427:1310,81019000.0,1060.97,62.26,19.66,2.34,0.0
20190427:1410,71606000.0,927.68,54.35,20.29,2.14,0.0
20190427:1510,57344000.0,731.16,44.03,20.64,2.07,0.0
20190427:1610,38070000.0,489.35,32.7,20.72,2.14,0.0
20190427:1710,15842000.0,239.07,21.03,20.43,2.34,0.0
20190427:1810,2127000.0,40.22,9.39,19.44,2.07,0.0
20190427:1910,0.0,0.0,0.0,17.68,2.28,0.0
20190427:2010,0.0,0.0,0.0,15.61,2.28,0.0
20190427:2110,0.0,0.0,0.0,13.96,2.28,0.0
20190427:2210,0.0,0.0,0.0,12.51,2.14,0.0
20190427:2310,0.0,0.0,0.0,11.16,1.93,0.0
20190428:0010,0.0,0.0,0.0,10.43,1.79,0.0
20190428:0110,0.0,0.0,0.0,9.97,1.72,0.0
20190428:0210,0.0,0.0,0.0,9.51,1.66,0.0
20190428:0310,0.0,0.0,0.0,9.12,1.59,0.0
20190428:0410,0.0,0.0,0.0,8.77,1.59,0.0
20190428:0510,0.0,0.0,0.0,8.46,1.52,0.0
20190428:0610,2177000.0,52.54,8.04,8.23,1.52,0.0
20190428:0710,20467000.0,277.22,19.65,10.63,1.1,0.0
20190428:0810,42534000.0,529.18,31.33,14.69,1.52,0.0
20190428:0910,59738000.0,750.63,42.75,17.08,1.93,0.0
20190428:1010,72215000.0,934.68,53.3,19.07,1.93,0.0
20190428:1110,79657000.0,1057.39,61.71,20.57,1.86,0.0
20190428:1210,81767000.0,1102.54,65.46,21.61,1.66,0.0
20190428:1310,77906000.0,1047.58,62.53,22.4,1.59,0.0
20190428:1410,66253000.0,872.75,54.57,22.92,1.66,0.0
20190428:1510,55441000.0,718.69,44.21,23.22,1.72,0.0
20190428:1610,36560000.0,477.0,32.86,23.21,1.72,0.0
20190428:1710,15586000.0,236.57,21.18,22.87,1.72,0.0
20190428:1810,3070000.0,53.33,9.55,21.94,1.52,0.0
20190428:1910,0.0,0.0,0.0,20.19,2.0,0.0
20190428:2010,0.0,0.0,0.0,17.75,2.0,0.0
20190428:2110,0.0,0.0,0.0,15.83,2.0,0.0
20190428:2210,0.0,0.0,0.0,14.45,1.93,0.0
20190428:2310,0.0,0.0,0.0,13.61,1.79,0.0
20190429:0010,0.0,0.0,0.0,13.18,1.66,0.0
20190429:0110,0.0,0.0,0.0,13.12,1.52,0.0
20190429:0210,0.0,0.0,0.0,13.22,1.31,0.0
20190429:0310,0.0,0.0,0.0,12.67,1.38,0.0
20190429:0410,0.0,0.0,0.0,11.74,1.52,0.0
20190429:0510,0.0,0.0,0.0,11.19,1.52,0.0
20190429:0610,2831000.0,50.48,8.26,11.11,1.31,0.0
20190429:0710,18478000.0,249.97,19.86,12.98,0.55,0.0
20190429:0810,40420000.0,513.91,31.55,16.98,0.48,0.0
20190429:0910,55958000.0,727.27,42.98,19.0,0.28,0.0
20190429:1010,69435000.0,931.43,53.56,20.62,0.48,0.0
20190429:1110,74849000.0,1019.78,62.0,21.91,0.76,0.0
20190429:1210,77133000.0,1057.74,65.77,22.98,0.97,0.0
20190429:1310,71872000.0,971.0,62.8,23.36,1.17,0.0
20190429:1410,66857000.0,889.74,54.78,23.61,1.31,0.0
20190429:1510,51639000.0,671.24,44.38,23.62,1.45,0.0
20190429:1610,17745000.0,236.26,33.02,23.61,1.59,0.0
20190429:1710,15151000.0,223.11,21.34,23.33,1.86,0.0
20190429:1810,2669000.0,48.09,9.71,22.45,1.52,0.0
20190429:1910,0.0,0.0,0.0,20.9,2.0,0.0
20190429:2010,0.0,0.0,0.0,18.84,1.93,0.0
20190429:2110,0.0,0.0,0.0,17.25,1.86,0.0
20190429:2210,0.0,0.0,0.0,16.65,1.31,0.0
20190429:2310,0.0,0.0,0.0,17.83,0.55,0.0
20190430:0010,0.0,0.0,0.0,17.36,0.55,0.0
20190430:0110,0.0,0.0,0.0,15.79,1.1,0.0
20190430:0210,0.0,0.0,0.0,14.39,1.24,0.0
20190430:0310,0.0,0.0,0.0,13.16,1.31,0.0
20190430:0410,0.0,0.0,0.0,12.29,1.31,0.0
20190430:0510,0.0,0.0,0.0,11.36,1.31,0.0
20190430:0610,2416000.0,55.75,8.48,11.07,1.17,0.0
20190430:0710,20042000.0,276.01,20.07,13.65,0.62,0.0
20190430:0810,41102000.0,522.61,31.76,17.59,0.76,0.0
20190430:0910,57998000.0,752.11,43.2,19.72,0.69,0.0
20190430:1010,68736000.0,924.61,53.81,21.34,0.48,0.0
20190430:1110,57641000.0,762.43,62.29,22.66,0.9,0.0
20190430:1210,58974000.0,781.51,66.08,23.16,1.1,0.0
20190430:1310,60797000.0,808.46,63.07,23.73,1.17,0.0
20190430:1410,59523000.0,786.87,54.99,24.09,1.31,0.0
20190430:1510,52386000.0,681.29,44.56,24.15,1.66,0.0
20190430:1610,36699000.0,479.9,33.18,24.16,2.14,0.0
20190430:1710,15341000.0,233.75,21.5,23.79,2.83,0.0
20190430:1810,2669000.0,48.09,9.88,22.47,1.86,0.0
20190430:1910,0.0,0.0,0.0,20.8,1.93,0.0
20190430:2010,0.0,0.0,0.0,18.8,1.72,0.0
20190430:2110,0.0,0.0,0.0,18.0,1.1,0.0
20190430:2210,0.0,0.0,0.0,16.9,1.17,0.0
20190430:2310,0.0,0.0,0.0,15.31,1.45,0.0
20190501:0010,0.0,0.0,0.0,15.03,1.38,0.0
20190501:0110,0.0,0.0,0.0,14.72,1.52,0.0
20190501:0210,0.0,0.0,0.0,13.71,1.72,0.0
20190501:0310,0.0,0.0,0.0,12.76,1.66,0.0
20190501:0410,0.0,0.0,0.0,12.02,1.59,0.0
20190501:0510,0.0,0.0,0.0,11.42,1.45,0.0
20190501:0610,2546000.0,57.13,8.69,11.53,1.17,0.0
20190501:0710,19521000.0,268.38,20.28,14.84,0.83,0.0
20190501:0810,40012000.0,508.74,31.97,18.54,1.1,0.0
20190501:0910,57301000.0,736.96,43.42,20.41,1.31,0.0
20190501:1010,68194000.0,902.06,54.05,22.06,1.31,0.0
20190501:1110,63403000.0,843.9,62.57,23.19,1.17,0.0
20190501:1210,60777000.0,811.58,66.39,23.84,1.03,0.0
20190501:1310,58604000.0,779.01,63.33,24.27,1.17,0.0
20190501:1410,54375000.0,717.07,55.2,24.38,1.17,0.0
20190501:1510,34516000.0,449.0,44.73,24.65,1.31,0.0
20190501:1610,23498000.0,309.29,33.33,24.51,1.72,0.0
20190501:1710,13878000.0,195.79,21.65,22.21,1.79,0.0
20190501:1810,3292000.0,55.95,10.04,20.62,1.86,0.0
20190501:1910,0.0,0.0,0.0,20.97,1.1,0.0
20190501:2010,0.0,0.0,0.0,18.32,1.45,0.0
20190501:2110,0.0,0.0,0.0,16.5,1.03,0.0
20190501:2210,0.0,0.0,0.0,15.96,1.1,0.0
20190501:2310,0.0,0.0,0.0,15.72,0.9,0.0
20190502:0010,0.0,0.0,0.0,15.3,0.83,0.0
20190502:0110,0.0,0.0,0.0,13.5,1.24,0.0
20190502:0210,0.0,0.0,0.0,12.44,1.59,0.0
20190502:0310,0.0,0.0,0.0,12.14,1.59,0.0
20190502:0410,0.0,0.0,0.0,11.93,1.52,0.0
20190502:0510,0.0,0.0,0.0,11.5,1.45,0.0
20190502:0610,3086000.0,60.62,8.9,11.44,1.31,0.0
20190502:0710,19067000.0,259.47,20.48,14.66,1.17,0.0
20190502:0810,40116000.0,505.25,32.17,17.58,1.59,0.0
20190502:0910,57583000.0,731.65,43.64,19.69,1.93,0.0
20190502:1010,70222000.0,914.6,54.29,21.51,2.14,0.0
20190502:1110,76980000.0,1023.24,62.85,22.69,2.14,0.0
20190502:1210,78214000.0,1049.74,66.69,23.56,2.07,0.0
20190502:1310,75993000.0,1013.25,63.59,24.1,2.28,0.0
20190502:1410,66414000.0,866.9,55.4,24.0,2.55,0.0
20190502:1510,51891000.0,668.43,44.9,24.08,2.41,0.0
20190502:1610,33405000.0,435.29,33.49,24.03,2.28,0.0
20190502:1710,15143000.0,222.66,21.8,23.57,2.14,0.0
20190502:1810,3402000.0,57.7,10.2,21.98,1.59,0.0
20190502:1910,0.0,0.0,0.0,20.69,1.24,0.0
20190502:2010,0.0,0.0,0.0,18.53,1.59,0.0
